id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
8023,2024-12-25,649896.99,2,5,4039,5188,3,1,4,1,13,3721,1142,1971,0,98002,47.75536356723848,-122.37723231839377
8024,1959-08-31,246191.81,4,6,3945,4481,1,1,4,3,6,1723,1438,1953,0,98003,47.70366605845913,-122.51003872466607
8025,1986-03-17,398774.69,8,6,3250,9440,3,1,2,3,3,3068,1492,1937,0,98009,47.54295316299264,-122.13408391784081
8026,1922-03-30,596484.99,2,5,4661,9585,2,0,2,1,3,3722,1233,1916,0,98005,47.68294500939597,-121.81354153608346
8027,2019-07-22,645779.78,8,3,842,5278,3,1,1,3,13,2561,1747,2007,0,98005,47.51692520567416,-121.76659968700564
8028,2015-05-28,625396.57,3,1,1763,6059,1,1,0,4,6,2783,989,2013,0,98010,47.16378846131461,-122.00850733298542
8029,1988-08-25,430145.66,5,6,4590,5402,2,1,2,5,2,2552,1662,1927,1985,98002,47.16584639532111,-122.25791154771515
8030,2020-02-29,442829.75,6,6,1705,2509,3,0,3,4,2,965,752,1997,0,98005,47.063008899985064,-122.4286071922116
8031,1994-12-25,367200.92,2,2,4458,6925,3,1,1,4,3,3311,1272,1939,2007,98001,47.184863070163054,-122.56739338440687
8032,1963-04-25,454470.49,1,3,4529,4112,1,1,0,5,1,4064,1867,1925,0,98001,47.098787450202764,-122.14783500601396
8033,2018-10-25,451957.51,2,3,2121,5764,3,1,2,5,8,4322,429,1994,0,98004,47.0010725694407,-122.00241422730967
8034,2014-06-01,575988.16,3,3,1464,1322,3,0,3,3,6,1596,66,1992,2003,98003,47.56247428968271,-121.77081229768396
8035,2016-10-07,430382.63,7,6,3119,2327,3,0,3,4,6,1206,1441,1978,0,98002,47.46389341653293,-121.97989773242038
8036,1998-03-28,666361.95,6,1,3692,9886,2,0,0,2,3,843,1225,1961,0,98004,47.30499472107905,-121.98742064471284
8037,2014-11-13,732709.87,3,2,3123,2297,2,0,0,4,11,3493,773,1991,0,98002,47.10831946708977,-122.24035129315408
8038,1940-02-27,351414.93,1,6,1544,8621,1,0,0,5,3,2225,1810,1937,0,98010,47.15572612721233,-121.9053805455812
8039,1990-09-21,447699.6,4,5,2215,5936,2,1,2,4,9,1929,1428,1935,0,98004,47.76354769056915,-122.24744994686736
8040,2012-03-13,614193.35,4,2,1053,7651,3,0,3,5,13,2424,54,2005,0,98002,47.43910705568788,-122.09692317316394
8041,1992-07-17,476081.87,5,6,3789,6345,1,0,4,3,9,1043,1284,1916,0,98001,47.2554671205742,-122.48992270560537
8042,1996-10-02,487357.12,4,4,2492,8522,3,1,2,5,9,3022,355,1966,0,98005,47.73789529814513,-122.01754901298993
8043,1944-12-11,516511.59,7,3,4445,6168,1,1,1,3,4,2372,162,1922,2003,98007,47.60736915497428,-122.57378413238591
8044,2019-08-01,486836.89,4,6,3647,5492,3,0,0,1,5,618,164,1961,2023,98004,47.755559741691314,-121.85204168749947
8045,2003-09-16,419150.06,4,4,1956,5562,2,1,0,3,10,837,881,1947,0,98008,47.67496970865198,-122.46625334040854
8046,2010-07-21,555804.19,6,6,2683,8896,3,1,4,2,7,4334,466,2009,0,98010,47.34943449556392,-121.91255884803508
8047,1967-09-26,705877.08,6,4,1705,2664,2,0,0,1,8,1651,813,1937,0,98002,47.62110526272405,-122.32662481761147
8048,1982-04-03,520257.13,6,1,2500,4421,2,1,4,5,13,668,1861,1922,0,98002,47.25057875010492,-122.23461474832254
8049,2010-06-17,623782.37,4,2,1075,1934,3,0,1,1,10,2450,861,1957,0,98002,47.50698580944832,-122.18500006632974
8050,2009-07-08,643925.15,4,2,4774,8530,1,1,2,5,6,4194,518,1931,0,98003,47.137502333497686,-121.8438273044335
8051,1933-05-07,326932.25,8,3,1171,8179,2,1,3,4,7,4468,959,1920,0,98006,47.21190035636432,-121.72232553029977
8052,1997-07-15,584039.44,1,1,2634,4658,1,0,0,5,12,3524,1556,1988,0,98006,47.27175775131254,-122.50721564496324
8053,2021-01-12,515562.33,7,6,1549,6612,3,0,2,1,7,3549,1426,1997,2007,98007,47.384496423707844,-122.29812327428482
8054,2006-04-09,662618.26,7,6,2387,8508,3,1,2,5,5,4109,1440,2002,2024,98003,47.130580944219375,-121.90323276355505
8055,2018-09-25,554826.63,4,5,2306,7642,3,1,4,5,11,1241,1764,2016,0,98003,47.7193740569813,-122.34139604829615
8056,2017-11-25,585656.7,1,2,4938,1892,1,0,3,3,5,1094,1389,2010,0,98007,47.721511768814075,-121.69816883612845
8057,1959-08-30,568274.83,4,5,2508,3426,2,0,3,1,8,1344,132,1914,0,98003,47.64632770520491,-122.02066286581157
8058,1962-07-30,508988.87,6,2,3749,1358,2,0,3,4,4,2410,164,1957,1979,98004,47.288341960783214,-122.55323881386875
8059,1911-12-20,498108.12,8,3,1793,2375,2,0,2,4,7,3643,18,1907,0,98008,47.38213836413282,-121.62996495663049
8060,2020-03-15,558296.37,4,5,4904,7167,1,1,4,4,4,703,1175,2017,2024,98005,47.163285248461875,-121.69760740534034
8061,1973-05-29,498052.11,6,3,4658,2476,2,0,2,2,10,1406,1324,1915,0,98007,47.207526699369026,-122.22673114734556
8062,1930-03-27,447147.26,1,4,4542,1048,3,1,3,1,1,2079,325,1913,0,98008,47.23039203623858,-121.74613405580503
8063,1993-09-14,495706.41,2,5,2690,4378,3,0,4,3,2,1253,643,1920,0,98010,47.46723684629836,-121.83600512138688
8064,2011-05-11,567474.04,7,3,2209,7976,1,1,0,3,11,3231,1344,1999,0,98004,47.23190235621672,-122.10155851904486
8065,2023-02-07,536337.65,6,6,4455,6841,2,1,2,4,10,1634,80,2023,0,98009,47.38376171150452,-121.62507944424662
8066,2024-11-21,308766.42,7,6,3451,3245,3,1,2,2,2,2177,602,2023,0,98008,47.07328105591916,-121.67221391642354
8067,2021-09-10,706222.95,3,5,2882,4284,2,1,2,2,10,3601,1969,1986,2022,98002,47.655406988634276,-122.0251174250304
8068,2014-07-24,376875.09,7,1,4114,7219,3,1,3,4,5,783,1789,1965,2007,98006,47.03466763391069,-122.35284466281038
8069,2024-01-03,463506.38,4,5,4233,8780,2,0,1,2,10,4496,247,2021,0,98005,47.103138761523596,-122.3605184223139
8070,2002-06-28,446410.08,1,1,1798,6099,2,1,0,1,11,1289,446,1943,1976,98004,47.771271447438544,-122.44525100796238
8071,2018-04-09,437405.51,7,1,1441,5983,1,0,3,5,6,1426,1758,1972,0,98010,47.34156100664587,-122.53839318429455
8072,2002-01-25,608946.16,1,3,2992,8787,3,1,4,5,12,3959,1518,1968,1990,98002,47.53046347438619,-121.78692021073263
8073,1947-04-16,351815.04,1,6,1746,7196,1,0,2,5,13,3153,1239,1926,1955,98008,47.79472543263638,-122.00722702384184
8074,2018-11-04,536752.77,5,3,1636,5068,2,1,4,2,2,2169,541,1903,1932,98009,47.70212805914426,-122.28201011519607
8075,2024-09-11,646349.38,2,2,3731,8946,3,1,2,1,2,3876,463,2019,2020,98001,47.77010872364576,-122.146819139529
8076,1908-12-17,417659.17,3,5,2600,4539,3,0,3,1,12,4307,1030,1903,0,98007,47.42130497308709,-121.94195760088233
8077,1970-11-23,589084.36,4,3,3443,9283,1,0,4,3,10,3282,565,1967,1968,98006,47.66556371186305,-121.82287916971721
8078,2020-08-17,567899.91,6,6,1308,5136,2,1,2,4,6,1265,204,1935,2016,98008,47.21447933339445,-122.44877496996017
8079,2003-10-20,620840.75,3,2,4071,7367,2,0,1,5,5,1102,1931,1976,0,98008,47.38478040949785,-121.6420049455035
8080,2013-09-17,547751.53,4,3,4637,8920,2,0,4,4,11,1604,569,1931,0,98008,47.66199231949305,-122.33609239723549
8081,1980-02-17,473854.28,3,6,2759,1213,1,0,0,2,1,2747,1014,1976,0,98007,47.71921566274063,-122.13658480628004
8082,1989-03-24,649692.78,1,3,4765,2251,3,1,3,2,11,2532,938,1924,0,98006,47.06444014040984,-122.19252081137088
8083,2009-06-12,571331.48,3,5,2756,2292,1,0,4,5,7,3028,195,2004,0,98007,47.64562505525493,-121.63462600803996
8084,2017-01-30,443821.4,6,5,3924,4212,3,1,0,4,12,2489,826,1946,1991,98002,47.00229835667746,-121.95146030745092
8085,2009-08-08,475976.78,4,4,1458,2649,2,1,2,2,13,2147,1622,1987,1998,98010,47.7435995679634,-122.33264220047032
8086,1958-07-10,401484.46,5,5,1217,8382,3,1,3,3,13,2591,463,1937,1988,98007,47.061269132353765,-121.65314609410855
8087,2014-09-05,430662.69,2,3,4862,4687,3,1,0,5,12,667,1532,1991,0,98004,47.151580664734034,-121.67105536554536
8088,2013-05-17,358856.88,5,2,1909,9372,2,0,4,1,6,3273,149,1959,0,98001,47.33362826140853,-121.81191715506775
8089,2003-04-08,520124.01,3,2,3790,4514,3,1,2,3,10,2292,279,2001,0,98004,47.090132767087916,-122.36217181569035
8090,1968-04-24,556857.49,2,1,1148,4022,1,0,0,2,2,3280,1415,1937,0,98005,47.75888581810602,-121.76586057514525
8091,1992-04-18,582681.4,5,3,3931,3806,3,0,4,4,5,710,339,1973,2021,98007,47.13998438141054,-122.2542386959258
8092,2017-08-26,414631.16,3,3,3288,4931,3,1,3,4,6,2366,1452,1946,0,98003,47.27627697949971,-121.85963817700234
8093,2022-03-20,627623.92,2,2,3521,6275,1,0,0,4,6,2982,1852,2018,0,98010,47.62559163659262,-121.98594227929588
8094,2018-05-09,487285.96,8,6,4829,3525,1,0,2,4,2,2497,1662,2003,0,98002,47.613867713914864,-121.64889683480388
8095,1967-04-26,482787.6,6,6,2398,7482,1,1,3,1,8,2353,1576,1963,0,98006,47.269514708363836,-121.75236976918636
8096,2022-04-02,464601.24,2,1,2297,6007,2,1,0,5,10,4163,1509,2017,0,98004,47.12621601562917,-121.86862841749655
8097,2022-01-29,540832.01,5,4,2269,2820,3,1,3,1,9,1103,595,2012,0,98004,47.04257803845968,-122.24940050728922
8098,2012-05-03,577154.17,6,2,4156,4236,1,0,4,1,6,2062,729,1975,1998,98001,47.048219349709825,-122.4313000556646
8099,2008-11-10,504458.5,7,1,2661,5126,3,0,4,1,6,754,1833,1976,0,98003,47.16683179192015,-122.36684403369553
8100,1995-10-27,579595.15,6,6,4594,9331,2,1,0,4,5,3409,22,1942,2006,98007,47.46299426550655,-122.39116501871968
8101,2024-01-21,486103.01,8,3,3151,9862,3,1,3,3,7,3727,1448,2021,0,98004,47.51117229541274,-121.89331341231757
8102,1959-01-10,412126.61,2,3,1521,9010,2,0,4,3,13,1335,1363,1934,0,98010,47.15062562629347,-122.27409701384455
8103,1960-11-16,558836.16,3,2,869,3079,1,0,3,4,4,2870,897,1951,0,98003,47.402072063488966,-122.38917365062174
8104,2021-02-04,695190.48,4,2,4039,4785,1,0,4,2,1,3975,74,1977,0,98001,47.699716347913075,-121.63268523067961
8105,2013-08-30,768558.74,4,4,4222,5941,3,1,3,4,11,3176,1127,1909,0,98010,47.38284326259081,-122.53300521072757
8106,1999-02-05,494445.27,2,1,2982,4312,3,1,2,1,12,642,170,1993,0,98005,47.68866066328421,-121.92659378814851
8107,2024-05-18,422323.05,6,6,1158,6819,2,1,1,1,9,2956,348,2022,0,98009,47.004110533827216,-122.16975172411198
8108,1966-12-24,256635.1,5,4,4276,8465,2,0,2,1,3,1571,1886,1966,0,98009,47.50761823908585,-122.12333020722089
8109,1992-08-10,580284.25,7,2,2478,9932,3,1,2,1,3,1086,397,1971,0,98001,47.02107785270967,-122.28001628232066
8110,2006-07-18,366708.26,2,5,1908,4812,2,1,0,4,6,3867,1206,2000,2004,98007,47.18424827715362,-122.21556040153304
8111,2024-02-12,410277.61,6,4,1003,6994,1,0,3,4,13,4335,1896,1963,1987,98003,47.59122751291008,-122.14788263340549
8112,1929-02-16,691621.0,5,5,1159,9495,3,0,2,5,7,1883,501,1923,1966,98005,47.04089899346826,-121.92502829334487
8113,2008-03-30,485145.91,2,6,2123,7420,2,0,4,4,7,3693,857,1935,0,98005,47.47691621453502,-121.60694382825791
8114,1916-08-11,356417.96,1,6,4276,8721,1,0,3,3,3,1107,963,1912,0,98003,47.47485810313196,-121.82484529941938
8115,1972-08-04,690170.53,4,6,4204,4669,2,0,0,5,10,1598,1568,1964,0,98009,47.170113388003315,-122.06864821686868
8116,1994-11-19,337876.19,6,4,1384,8822,2,1,4,5,12,4483,315,1929,0,98008,47.311565864748644,-122.22572086969123
8117,1972-12-24,189549.79,4,6,1906,5582,1,1,1,2,7,1406,184,1934,0,98001,47.53416147604768,-122.56954325236106
8118,2023-04-19,415357.87,7,4,3536,8195,3,1,1,3,8,4380,711,2021,0,98001,47.18477962603008,-122.5045357319394
8119,2012-02-28,334586.26,3,2,4037,2397,1,1,4,5,5,4158,121,1903,0,98005,47.418112887364046,-121.9357917386232
8120,1956-02-18,556816.3,5,6,1286,8172,1,0,1,5,5,2059,1288,1909,0,98003,47.499515494541434,-122.38405057344823
8121,2022-11-07,461106.79,7,6,1322,8378,1,0,3,5,12,3607,287,2022,0,98001,47.62205423017092,-121.63530382395581
8122,1958-11-02,501269.08,4,4,4460,7845,3,1,4,5,9,3110,422,1957,2006,98008,47.310250957517,-121.7718163865171
8123,2020-10-24,569176.99,6,5,4135,4040,3,0,0,5,3,3537,457,1936,2005,98007,47.05915034816002,-121.65961815472524
8124,2000-03-17,406722.44,1,6,4954,3567,3,1,1,5,11,2210,1120,1977,2018,98006,47.6398363440619,-122.54223655502717
8125,1995-09-15,419229.21,5,4,982,5192,2,0,0,1,13,1936,1790,1966,0,98004,47.627238022194675,-122.27333442932814
8126,1946-12-13,533732.86,6,6,4288,6936,3,1,2,2,6,4469,81,1927,0,98001,47.30202710522714,-121.93494389031507
8127,2024-07-01,517385.07,1,1,3086,4063,3,1,0,1,7,1153,833,2017,0,98008,47.433778151978174,-122.10982970699175
8128,1969-06-11,587593.11,2,2,1593,6585,3,1,3,1,3,1069,838,1913,0,98003,47.213336342967736,-121.92230294020925
8129,1981-01-27,648401.25,7,3,1361,4543,1,1,2,3,4,3571,1840,1901,1958,98007,47.11712536482594,-121.92620382429361
8130,1996-04-29,607944.93,5,6,2967,7636,2,0,2,3,13,2083,1065,1953,2019,98008,47.7635171391564,-121.64063492833307
8131,2023-03-01,591092.8,5,2,824,2287,3,1,1,3,4,600,511,1921,0,98005,47.36735457371228,-121.71046562137444
8132,1998-01-05,533507.37,7,3,1723,7163,3,1,4,2,1,2579,1331,1990,0,98002,47.72312052075312,-122.13536079641686
8133,1995-09-18,624935.97,2,6,1368,9686,2,0,0,2,4,1937,170,1977,0,98007,47.77178788994,-122.16418062425
8134,2018-04-23,551810.59,5,3,4867,2457,1,1,1,4,8,3997,422,1979,2017,98008,47.595585229436296,-121.64399459269869
8135,2002-04-15,391230.64,4,1,2646,5683,1,0,4,1,8,1397,70,1934,1990,98009,47.122444504866,-121.68801994633914
8136,1992-04-16,315854.24,3,4,1729,8986,3,1,4,5,6,4439,1486,1919,1927,98008,47.742882343783194,-122.30290760807581
8137,1918-03-28,656602.41,4,6,3294,2649,2,1,0,3,10,2453,1443,1912,1930,98009,47.75199738119046,-122.02055239636242
8138,1997-07-22,618087.93,2,4,3738,5747,2,0,0,5,8,1571,1778,1997,0,98004,47.28827936221274,-122.36661529658726
8139,2020-07-10,413606.97,5,2,2922,4199,3,0,3,3,7,4378,88,2018,0,98002,47.376246661315896,-121.78266528294817
8140,2019-06-18,487173.01,1,3,1635,2878,1,1,4,3,5,2271,489,1997,2008,98008,47.314130770569825,-121.71083137915683
8141,1926-05-24,536353.43,7,6,2503,6787,3,0,4,5,5,4389,661,1909,1991,98002,47.33397001589847,-121.99283431913828
8142,2023-07-10,538608.6,6,6,1128,2140,2,0,1,4,2,2227,827,1935,0,98005,47.258010953151,-122.1077307466789
8143,1975-03-24,623421.1,4,6,3650,9218,3,1,4,4,11,3352,1093,1968,0,98003,47.23389589406173,-122.39888203477383
8144,1960-05-13,468416.61,7,3,2502,8538,1,1,4,1,2,4057,655,1908,0,98010,47.16402635649406,-122.2423955968384
8145,2020-11-01,547241.74,3,2,4922,4295,2,1,3,4,7,2418,1805,2019,0,98007,47.781069778256374,-121.93928601761306
8146,1955-12-03,377266.67,6,4,2822,2155,1,0,3,2,11,3327,430,1945,0,98007,47.01004887260623,-121.63847239735213
8147,2024-04-23,509878.8,5,4,2255,3790,1,0,3,3,13,747,979,2022,2024,98008,47.1514522632063,-121.66219250202508
8148,1998-04-21,576799.65,1,5,3088,5630,1,0,1,4,4,4152,772,1997,0,98009,47.41126892257184,-122.35218167693073
8149,1965-01-08,581753.64,7,3,2639,3556,1,1,3,3,9,1969,1525,1929,0,98008,47.192925098261654,-122.06846525256118
8150,2003-11-05,480396.06,8,4,4076,6096,2,1,1,4,8,2453,919,1993,2000,98003,47.43681191944595,-121.83067229904755
8151,2020-02-03,534887.7,2,3,2789,6326,3,0,4,1,10,1664,1925,2018,0,98003,47.382308336475695,-122.19055624560644
8152,2020-03-18,549787.14,3,2,2841,1903,3,0,3,1,13,1184,777,2014,0,98001,47.79240121126947,-122.52724320229031
8153,2019-06-23,515478.02,2,3,2073,2612,1,0,2,5,11,3729,957,2007,0,98010,47.308426473049416,-121.77446354706693
8154,1992-12-02,540605.99,6,3,2647,6215,1,1,4,4,12,3359,1107,1910,0,98005,47.529175249430125,-122.41847998735608
8155,2024-05-31,383620.28,3,3,1649,7808,3,0,2,5,4,4322,44,1969,0,98010,47.06729397548874,-122.37133305134665
8156,2018-10-13,438824.83,8,3,1101,7025,3,1,0,5,7,1236,382,1908,0,98006,47.17167011531628,-122.45369890590123
8157,1963-09-30,296957.77,6,4,2831,8627,2,1,3,4,5,2619,582,1909,0,98002,47.044100945940805,-121.85348429992658
8158,2022-05-29,226765.1,8,5,4896,6942,1,0,0,2,10,1325,39,2013,2013,98003,47.79106675862289,-122.38620333339664
8159,1996-02-01,563010.59,5,4,4188,2207,1,1,3,3,1,4043,354,1921,0,98004,47.4351068390659,-122.47365875529411
8160,1949-02-18,442237.56,8,6,2116,9615,1,1,2,3,13,3196,488,1926,0,98008,47.765865489577315,-122.41680301036655
8161,1957-07-12,531273.96,8,6,1007,5313,3,1,3,3,12,591,285,1918,0,98003,47.62804395699825,-121.89243909477926
8162,1958-10-06,532924.65,5,1,2649,1960,3,0,3,2,3,1520,683,1935,0,98001,47.684618881589564,-121.76627730146248
8163,1985-11-15,348897.52,1,4,2779,3983,2,1,4,1,10,939,842,1949,2018,98004,47.58891495903819,-121.64725400247937
8164,1945-03-29,484980.14,2,3,3068,5991,2,1,4,4,10,1121,847,1938,0,98007,47.46368969504523,-121.62929283736159
8165,1994-04-10,476652.0,1,6,2910,9614,3,1,0,5,8,716,97,1938,0,98005,47.792100972837574,-122.21453006017
8166,1986-02-10,745252.44,3,4,4177,4258,3,0,0,5,8,2146,1576,1952,0,98008,47.017454495686,-122.13224416913995
8167,1966-08-07,540026.93,1,5,2572,9551,2,0,2,2,6,4499,563,1928,0,98005,47.45464004488597,-122.29147765480712
8168,2021-03-19,624915.03,2,5,2810,6150,2,1,4,3,10,2197,1672,2017,0,98010,47.710515014426164,-121.67950414795807
8169,1995-09-21,539922.58,2,2,4033,3192,1,0,3,4,2,1573,697,1931,1954,98003,47.21675949003714,-121.83459264691476
8170,1984-08-04,509087.5,8,4,1635,3836,2,1,3,4,13,2267,1717,1913,0,98002,47.54812744596,-122.5205329078974
8171,2015-06-21,442578.21,5,1,1702,7384,3,1,4,2,6,2856,1553,1982,0,98008,47.541910226988115,-121.97129676863749
8172,1973-12-17,324277.32,4,5,3081,7534,2,0,0,4,5,3775,354,1906,2007,98002,47.25889836183453,-122.39798127888756
8173,1996-05-26,557834.39,2,6,3300,1897,2,1,2,2,8,2175,710,1905,0,98002,47.3227712483053,-121.64409126062384
8174,2008-01-02,506614.95,3,2,3595,9290,3,0,4,5,7,1383,1936,1997,2024,98009,47.338800773413375,-122.25971844070372
8175,2020-09-27,332582.27,5,3,1738,9320,2,1,0,1,8,4335,1951,2008,0,98008,47.09933751272586,-121.71067912929338
8176,1964-05-20,341863.38,1,3,4865,1407,3,1,3,1,7,3465,105,1922,0,98001,47.22977592542139,-122.10892830703459
8177,1965-07-12,414295.34,5,4,2358,3000,1,0,1,3,2,3569,111,1936,0,98003,47.72011249745766,-121.83222281925798
8178,1971-12-21,354154.28,5,3,3983,3966,2,1,3,3,11,3587,804,1924,1971,98007,47.059773169416346,-122.07134132173239
8179,1959-07-24,623460.17,2,4,3248,9509,2,0,1,4,1,3920,70,1955,0,98010,47.14130303197648,-122.41059104633597
8180,2022-08-01,542586.08,1,4,4117,4595,1,1,2,2,2,4418,1500,2016,0,98005,47.488165375464945,-122.45001411250183
8181,2021-06-24,469746.75,4,1,3071,8247,3,0,2,4,9,2261,578,2017,0,98006,47.002575943442956,-122.16594485036094
8182,2002-09-13,355714.64,5,4,2391,8785,2,1,2,5,8,1512,212,1981,0,98001,47.436577488538596,-122.3302549488946
8183,2020-01-30,452477.02,6,4,1016,5777,1,0,0,2,4,1635,1892,1991,0,98002,47.04458329217669,-122.18466215814071
8184,1973-09-12,573421.27,2,1,3126,5563,3,1,1,2,3,2388,347,1963,0,98004,47.37278220580607,-122.39388070202449
8185,2007-10-27,375036.29,6,6,2374,4451,1,0,4,4,9,3438,1811,1992,0,98005,47.35655900022108,-121.77307289359918
8186,1987-11-19,479443.01,7,1,4322,9336,1,1,0,1,11,506,1585,1940,0,98003,47.374811921443296,-121.66781479181795
8187,1949-04-11,532107.11,8,3,2337,7316,2,0,4,5,8,1788,1593,1930,0,98003,47.4907552978007,-122.50881475974087
8188,2021-01-24,510432.41,5,1,1302,6472,3,1,2,1,2,2864,1652,1990,0,98004,47.337151083288454,-122.07484917484119
8189,1961-11-30,354304.01,4,2,2834,8971,1,1,1,3,8,1700,131,1923,0,98009,47.69265989817277,-121.926287894
8190,2017-09-04,717610.0,2,6,3188,9857,1,0,4,4,10,3761,747,1996,0,98001,47.293847035354474,-122.22278481437166
8191,2022-05-31,359651.46,6,1,1983,6475,2,1,0,2,8,2662,267,2017,0,98001,47.581389458274295,-122.33841002502294
8192,1989-08-16,442542.22,5,3,2732,9006,3,0,4,1,8,3893,672,1934,0,98010,47.149967891676965,-121.70627669100625
8193,1956-11-14,565903.87,8,6,1262,5031,3,1,3,2,1,4287,1178,1925,0,98009,47.439801485300066,-122.39816013346304
8194,2022-09-14,433535.54,5,2,1741,6532,1,0,3,5,7,2370,1368,2018,0,98006,47.630974839059924,-122.51605412059865
8195,1902-06-18,554811.95,5,6,3219,6430,3,1,2,5,10,684,1095,1901,0,98005,47.0006683178571,-122.3519728925652
8196,2005-05-27,403238.88,8,5,2011,5762,3,0,3,3,2,1616,672,1968,1970,98004,47.71812943048067,-121.75821147486448
8197,2021-08-11,352460.85,5,4,4538,2189,1,1,0,5,11,2948,1653,1968,1982,98010,47.16497383952447,-121.66393856582165
8198,1933-03-02,570978.89,5,5,4013,4713,3,0,1,4,4,2856,94,1931,1963,98005,47.494200460680624,-122.55153816589434
8199,1955-11-28,264129.09,5,2,3815,9235,3,1,3,4,7,3599,1905,1928,0,98003,47.43275408605732,-122.40578875577567
8200,1989-04-27,616536.06,8,4,2181,8037,1,0,3,3,2,3369,729,1908,0,98010,47.35329475943171,-121.92752111336799
8201,2020-11-19,567251.28,2,2,3110,7420,2,1,3,3,3,2061,334,2009,0,98001,47.66462698241428,-121.63044450671819
8202,2024-06-25,438045.16,3,3,4714,9704,1,0,2,1,1,1925,789,2024,0,98008,47.149064295679146,-122.52070050958456
8203,1952-04-04,362384.9,5,6,1184,5342,2,0,2,4,4,4463,1938,1927,1933,98005,47.15069488989384,-121.7771546801623
8204,2010-01-01,355479.23,7,4,846,6961,3,0,1,3,12,3156,1479,2001,0,98010,47.46495148086268,-121.74402249462891
8205,2007-09-19,528213.31,2,6,4481,1821,1,0,3,2,8,1629,1196,1990,0,98003,47.18327690418103,-121.62230034968564
8206,1950-10-05,491803.26,2,6,3821,6586,2,1,1,4,10,3647,1818,1938,1973,98003,47.599440013703166,-122.58956879137176
8207,1990-01-07,606198.51,5,5,4545,4881,2,1,2,1,5,700,1882,1968,0,98006,47.72051087017538,-121.70100002424093
8208,1930-06-26,362101.58,8,3,3368,6759,2,0,0,1,4,4156,197,1908,0,98006,47.08418435327225,-121.75862539570959
8209,2003-03-20,317743.26,6,5,3121,7828,1,1,0,2,4,1309,1608,1933,0,98002,47.41770286083887,-122.00384390302489
8210,1974-09-26,502603.3,6,6,1688,2534,3,0,2,1,12,4374,1785,1966,0,98005,47.249504688244016,-122.0130141053303
8211,2010-10-13,633877.71,7,6,4388,7751,1,0,2,2,10,1654,308,1999,0,98007,47.21995455584504,-122.22258842238249
8212,1968-03-30,308647.12,8,2,3256,8051,1,0,3,3,6,2518,1832,1967,1993,98005,47.423108336450504,-121.65006633958161
8213,1967-12-14,502980.56,4,1,4370,6234,1,1,4,2,9,1077,680,1961,0,98009,47.543549096719154,-122.15634254734994
8214,2024-07-18,349274.12,8,3,4047,3307,3,1,3,5,4,2671,734,1907,0,98005,47.47041534580984,-122.16896547349367
8215,1933-07-18,643014.1,1,5,3747,9209,3,1,4,1,7,4122,691,1926,1940,98010,47.73254489662317,-122.15614630837288
8216,2021-06-26,626611.71,3,2,2148,3401,2,0,3,5,1,1904,225,2021,0,98005,47.64878615365327,-121.87130820439246
8217,1938-09-19,584837.58,4,2,2766,4021,2,0,1,3,10,3782,799,1915,0,98006,47.51713179557304,-121.62960696925603
8218,2013-08-15,443375.04,4,2,1864,1494,3,0,2,1,1,1129,170,2013,2021,98006,47.37781997735506,-122.19775119898159
8219,1959-08-29,469947.64,6,6,4930,6221,2,0,4,4,2,2100,419,1956,0,98003,47.10333328643371,-121.87931562870995
8220,1999-01-12,456340.89,8,4,3171,6388,2,1,2,4,13,2819,614,1995,1997,98006,47.32607886176599,-122.46015200446102
8221,2024-03-20,393501.03,8,6,2048,2576,2,0,4,5,12,1045,1317,2022,0,98009,47.21057815339085,-122.19434233583462
8222,2008-11-13,191310.77,3,3,2574,9936,1,0,1,3,1,1407,861,2008,2016,98010,47.12935894144803,-121.9134625581191
8223,1988-01-31,438818.02,6,2,1067,1066,3,0,4,5,7,1307,715,1902,0,98002,47.50574156733897,-121.97580295860652
8224,1992-03-11,350243.43,2,6,1605,5497,1,1,3,1,7,2296,381,1975,0,98009,47.14645930886221,-122.33159927469728
8225,2013-09-04,411976.94,6,1,4839,9716,2,1,3,4,8,2161,885,1955,0,98004,47.683558705521705,-121.61226618745799
8226,1998-04-14,480878.66,6,4,1498,8312,3,0,4,5,10,1597,1521,1996,2008,98003,47.73725263405404,-121.84812626881657
8227,1958-05-07,345578.76,5,5,1727,8110,3,1,0,3,1,2515,349,1903,2010,98009,47.5692811246685,-121.63862197961095
8228,2023-01-13,514842.24,1,6,3194,4423,2,1,2,5,5,2117,1502,2015,0,98010,47.46381721108738,-121.71313647696041
8229,1985-10-02,672129.07,2,3,2684,3271,3,0,2,4,2,3536,1782,1906,0,98007,47.058245394453294,-122.02124156435318
8230,1961-07-09,530368.28,5,2,3995,3436,2,0,2,3,1,3157,620,1954,1999,98009,47.56553402676108,-122.36217809911864
8231,2003-01-15,324226.02,7,5,4445,1521,2,1,4,5,10,2452,1741,1960,0,98006,47.69163683984219,-122.07115544157287
8232,1968-11-21,513295.01,8,3,3981,3089,3,0,2,3,1,3348,114,1966,1967,98010,47.5425929077664,-121.71287877845023
8233,1926-07-01,406460.66,5,5,3777,7617,2,0,4,4,1,1148,1612,1921,0,98001,47.632078306278004,-121.76108204664858
8234,2013-03-05,397892.84,3,5,4760,8973,1,1,4,2,3,4029,1714,2012,0,98005,47.43650877769175,-121.64838952852693
